Id,Source,Target,Type
3049,Yakup Yavru,Berna Üçkaleler,Undirected
3050,Nez Demir,Berna Üçkaleler,Undirected
3051,Türker Bolat,Berna Üçkaleler,Undirected
3052,Selçuk Büyük,Berna Üçkaleler,Undirected
3053,Gizem Tan,Berna Üçkaleler,Undirected
3054,Fýrat Kaymak,Berna Üçkaleler,Undirected
3055,Nez Demir,Yakup Yavru,Undirected
3056,Türker Bolat,Yakup Yavru,Undirected
3057,Selçuk Büyük,Yakup Yavru,Undirected
3058,Gizem Tan,Yakup Yavru,Undirected
3059,Fýrat Kaymak,Yakup Yavru,Undirected
3060,Türker Bolat,Nez Demir,Undirected
3061,Selçuk Büyük,Nez Demir,Undirected
3062,Gizem Tan,Nez Demir,Undirected
3063,Fýrat Kaymak,Nez Demir,Undirected
3064,Selçuk Büyük,Türker Bolat,Undirected
3065,Gizem Tan,Türker Bolat,Undirected
3066,Fýrat Kaymak,Türker Bolat,Undirected
3067,Gizem Tan,Selçuk Büyük,Undirected
3068,Fýrat Kaymak,Selçuk Büyük,Undirected
3069,Fýrat Kaymak,Gizem Tan,Undirected
3070,Jess Molho,Müge Boz,Undirected
3071,Nergis Kumbasar,Müge Boz,Undirected
3072,Duygu Çetinkaya,Müge Boz,Undirected
3073,Ýbrahim Selim,Müge Boz,Undirected
3074,Gümeç Alpay,Müge Boz,Undirected
3075,Ýpek Baðrýaçýk,Müge Boz,Undirected
3076,Ýlayda Fidanlýk,Müge Boz,Undirected
3077,Erim Özþen,Müge Boz,Undirected
3078,Nedim Saban,Müge Boz,Undirected
3079,Nergis Kumbasar,Jess Molho,Undirected
3080,Duygu Çetinkaya,Jess Molho,Undirected
3081,Ýbrahim Selim,Jess Molho,Undirected
3082,Gümeç Alpay,Jess Molho,Undirected
3083,Ýpek Baðrýaçýk,Jess Molho,Undirected
3084,Ýlayda Fidanlýk,Jess Molho,Undirected
3085,Erim Özþen,Jess Molho,Undirected
3086,Nedim Saban,Jess Molho,Undirected
3087,Duygu Çetinkaya,Nergis Kumbasar,Undirected
3088,Ýbrahim Selim,Nergis Kumbasar,Undirected
3089,Gümeç Alpay,Nergis Kumbasar,Undirected
3090,Ýpek Baðrýaçýk,Nergis Kumbasar,Undirected
3091,Ýlayda Fidanlýk,Nergis Kumbasar,Undirected
3092,Erim Özþen,Nergis Kumbasar,Undirected
3093,Nedim Saban,Nergis Kumbasar,Undirected
3094,Ýbrahim Selim,Duygu Çetinkaya,Undirected
3095,Gümeç Alpay,Duygu Çetinkaya,Undirected
3096,Ýpek Baðrýaçýk,Duygu Çetinkaya,Undirected
3097,Ýlayda Fidanlýk,Duygu Çetinkaya,Undirected
3098,Erim Özþen,Duygu Çetinkaya,Undirected
3099,Nedim Saban,Duygu Çetinkaya,Undirected
3100,Gümeç Alpay,Ýbrahim Selim,Undirected
3101,Ýpek Baðrýaçýk,Ýbrahim Selim,Undirected
3102,Ýlayda Fidanlýk,Ýbrahim Selim,Undirected
3103,Erim Özþen,Ýbrahim Selim,Undirected
3104,Nedim Saban,Ýbrahim Selim,Undirected
3105,Ýpek Baðrýaçýk,Gümeç Alpay,Undirected
3106,Ýlayda Fidanlýk,Gümeç Alpay,Undirected
3107,Erim Özþen,Gümeç Alpay,Undirected
3108,Nedim Saban,Gümeç Alpay,Undirected
3109,Ýlayda Fidanlýk,Ýpek Baðrýaçýk,Undirected
3110,Erim Özþen,Ýpek Baðrýaçýk,Undirected
3111,Nedim Saban,Ýpek Baðrýaçýk,Undirected
3112,Erim Özþen,Ýlayda Fidanlýk,Undirected
3113,Nedim Saban,Ýlayda Fidanlýk,Undirected
3114,Nedim Saban,Erim Özþen,Undirected
3115,Hakan Bulut,Emre Mutlu,Undirected
3116,Arzu Oruç,Emre Mutlu,Undirected
3117,Gökhan Yýkýlkan,Emre Mutlu,Undirected
3118,Ayhan Taþ,Emre Mutlu,Undirected
3119,Þafak Sezer,Emre Mutlu,Undirected
3120,Serkan Þengül,Emre Mutlu,Undirected
3121,Bengi Ýdil Uras,Emre Mutlu,Undirected
3122,Ömer Kurt,Emre Mutlu,Undirected
3123,Hüseyin Elmalýpýnar,Emre Mutlu,Undirected
3124,Muhammet Cangören,Emre Mutlu,Undirected
3125,Arzu Oruç,Hakan Bulut,Undirected
3126,Gökhan Yýkýlkan,Hakan Bulut,Undirected
3127,Ayhan Taþ,Hakan Bulut,Undirected
3128,Þafak Sezer,Hakan Bulut,Undirected
3129,Serkan Þengül,Hakan Bulut,Undirected
3130,Bengi Ýdil Uras,Hakan Bulut,Undirected
3131,Ömer Kurt,Hakan Bulut,Undirected
3132,Hüseyin Elmalýpýnar,Hakan Bulut,Undirected
3133,Muhammet Cangören,Hakan Bulut,Undirected
3134,Gökhan Yýkýlkan,Arzu Oruç,Undirected
3135,Ayhan Taþ,Arzu Oruç,Undirected
3136,Þafak Sezer,Arzu Oruç,Undirected
3137,Serkan Þengül,Arzu Oruç,Undirected
3138,Bengi Ýdil Uras,Arzu Oruç,Undirected
3139,Ömer Kurt,Arzu Oruç,Undirected
3140,Hüseyin Elmalýpýnar,Arzu Oruç,Undirected
3141,Muhammet Cangören,Arzu Oruç,Undirected
3142,Ayhan Taþ,Gökhan Yýkýlkan,Undirected
3143,Þafak Sezer,Gökhan Yýkýlkan,Undirected
3144,Serkan Þengül,Gökhan Yýkýlkan,Undirected
3145,Bengi Ýdil Uras,Gökhan Yýkýlkan,Undirected
3146,Ömer Kurt,Gökhan Yýkýlkan,Undirected
3147,Hüseyin Elmalýpýnar,Gökhan Yýkýlkan,Undirected
3148,Muhammet Cangören,Gökhan Yýkýlkan,Undirected
3149,Þafak Sezer,Ayhan Taþ,Undirected
3150,Serkan Þengül,Ayhan Taþ,Undirected
3151,Bengi Ýdil Uras,Ayhan Taþ,Undirected
3152,Ömer Kurt,Ayhan Taþ,Undirected
3153,Hüseyin Elmalýpýnar,Ayhan Taþ,Undirected
3154,Muhammet Cangören,Ayhan Taþ,Undirected
3155,Serkan Þengül,Þafak Sezer,Undirected
3156,Bengi Ýdil Uras,Þafak Sezer,Undirected
3157,Ömer Kurt,Þafak Sezer,Undirected
3158,Hüseyin Elmalýpýnar,Þafak Sezer,Undirected
3159,Muhammet Cangören,Þafak Sezer,Undirected
3160,Bengi Ýdil Uras,Serkan Þengül,Undirected
3161,Ömer Kurt,Serkan Þengül,Undirected
3162,Hüseyin Elmalýpýnar,Serkan Þengül,Undirected
3163,Muhammet Cangören,Serkan Þengül,Undirected
3164,Ömer Kurt,Bengi Ýdil Uras,Undirected
3165,Hüseyin Elmalýpýnar,Bengi Ýdil Uras,Undirected
3166,Muhammet Cangören,Bengi Ýdil Uras,Undirected
3167,Hüseyin Elmalýpýnar,Ömer Kurt,Undirected
3168,Muhammet Cangören,Ömer Kurt,Undirected
3169,Muhammet Cangören,Hüseyin Elmalýpýnar,Undirected
3170,Kubilay Aka,Afra Saraçoðlu,Undirected
3171,Salih Kalyon,Afra Saraçoðlu,Undirected
3172,Þerif Erol,Afra Saraçoðlu,Undirected
3173,Tanju Tuncer,Afra Saraçoðlu,Undirected
3174,Sadi Celil Cengiz,Afra Saraçoðlu,Undirected
3175,Evrim Doðan,Afra Saraçoðlu,Undirected
3176,Cemil Þahin,Afra Saraçoðlu,Undirected
3177,Uðurtan Sayýner,Afra Saraçoðlu,Undirected
3178,Arda Kalaycý,Afra Saraçoðlu,Undirected
3179,Salih Kalyon,Kubilay Aka,Undirected
3180,Þerif Erol,Kubilay Aka,Undirected
3181,Tanju Tuncer,Kubilay Aka,Undirected
3182,Sadi Celil Cengiz,Kubilay Aka,Undirected
3183,Evrim Doðan,Kubilay Aka,Undirected
3184,Cemil Þahin,Kubilay Aka,Undirected
3185,Uðurtan Sayýner,Kubilay Aka,Undirected
3186,Arda Kalaycý,Kubilay Aka,Undirected
3187,Þerif Erol,Salih Kalyon,Undirected
3188,Tanju Tuncer,Salih Kalyon,Undirected
3189,Sadi Celil Cengiz,Salih Kalyon,Undirected
3190,Evrim Doðan,Salih Kalyon,Undirected
3191,Cemil Þahin,Salih Kalyon,Undirected
3192,Uðurtan Sayýner,Salih Kalyon,Undirected
3193,Arda Kalaycý,Salih Kalyon,Undirected
3194,Tanju Tuncer,Þerif Erol,Undirected
3195,Sadi Celil Cengiz,Þerif Erol,Undirected
3196,Evrim Doðan,Þerif Erol,Undirected
3197,Cemil Þahin,Þerif Erol,Undirected
3198,Uðurtan Sayýner,Þerif Erol,Undirected
3199,Arda Kalaycý,Þerif Erol,Undirected
3200,Sadi Celil Cengiz,Tanju Tuncer,Undirected
3201,Evrim Doðan,Tanju Tuncer,Undirected
3202,Cemil Þahin,Tanju Tuncer,Undirected
3203,Uðurtan Sayýner,Tanju Tuncer,Undirected
3204,Arda Kalaycý,Tanju Tuncer,Undirected
3205,Evrim Doðan,Sadi Celil Cengiz,Undirected
3206,Cemil Þahin,Sadi Celil Cengiz,Undirected
3207,Uðurtan Sayýner,Sadi Celil Cengiz,Undirected
3208,Arda Kalaycý,Sadi Celil Cengiz,Undirected
3209,Cemil Þahin,Evrim Doðan,Undirected
3210,Uðurtan Sayýner,Evrim Doðan,Undirected
3211,Arda Kalaycý,Evrim Doðan,Undirected
3212,Uðurtan Sayýner,Cemil Þahin,Undirected
3213,Arda Kalaycý,Cemil Þahin,Undirected
3214,Arda Kalaycý,Uðurtan Sayýner,Undirected
3215,Ýlker Ayrýk,Þevket Çoruh,Undirected
3216,Timur Acar,Þevket Çoruh,Undirected
3217,Murat Akkoyunlu,Þevket Çoruh,Undirected
3218,Didem Balçýn,Þevket Çoruh,Undirected
3219,Hande Katipoðlu,Þevket Çoruh,Undirected
3220,Hakan Bilgin,Þevket Çoruh,Undirected
3221,Ceyhun Yýlmaz,Þevket Çoruh,Undirected
3222,Þebnem Dönmez,Þevket Çoruh,Undirected
3223,Naz Çaðla Irmak,Þevket Çoruh,Undirected
3224,Uraz Kaygýlaroðlu,Þevket Çoruh,Undirected
3225,Ali Barkýn,Þevket Çoruh,Undirected
3226,Timur Acar,Ýlker Ayrýk,Undirected
3227,Murat Akkoyunlu,Ýlker Ayrýk,Undirected
3228,Didem Balçýn,Ýlker Ayrýk,Undirected
3229,Hande Katipoðlu,Ýlker Ayrýk,Undirected
3230,Hakan Bilgin,Ýlker Ayrýk,Undirected
3231,Ceyhun Yýlmaz,Ýlker Ayrýk,Undirected
3232,Þebnem Dönmez,Ýlker Ayrýk,Undirected
3233,Naz Çaðla Irmak,Ýlker Ayrýk,Undirected
3234,Uraz Kaygýlaroðlu,Ýlker Ayrýk,Undirected
3235,Ali Barkýn,Ýlker Ayrýk,Undirected
3236,Murat Akkoyunlu,Timur Acar,Undirected
3237,Didem Balçýn,Timur Acar,Undirected
3238,Hande Katipoðlu,Timur Acar,Undirected
3239,Hakan Bilgin,Timur Acar,Undirected
3240,Ceyhun Yýlmaz,Timur Acar,Undirected
3241,Þebnem Dönmez,Timur Acar,Undirected
3242,Naz Çaðla Irmak,Timur Acar,Undirected
3243,Uraz Kaygýlaroðlu,Timur Acar,Undirected
3244,Ali Barkýn,Timur Acar,Undirected
3245,Didem Balçýn,Murat Akkoyunlu,Undirected
3246,Hande Katipoðlu,Murat Akkoyunlu,Undirected
3247,Hakan Bilgin,Murat Akkoyunlu,Undirected
3248,Ceyhun Yýlmaz,Murat Akkoyunlu,Undirected
3249,Þebnem Dönmez,Murat Akkoyunlu,Undirected
3250,Naz Çaðla Irmak,Murat Akkoyunlu,Undirected
3251,Uraz Kaygýlaroðlu,Murat Akkoyunlu,Undirected
3252,Ali Barkýn,Murat Akkoyunlu,Undirected
3253,Hande Katipoðlu,Didem Balçýn,Undirected
3254,Hakan Bilgin,Didem Balçýn,Undirected
3255,Ceyhun Yýlmaz,Didem Balçýn,Undirected
3256,Þebnem Dönmez,Didem Balçýn,Undirected
3257,Naz Çaðla Irmak,Didem Balçýn,Undirected
3258,Uraz Kaygýlaroðlu,Didem Balçýn,Undirected
3259,Ali Barkýn,Didem Balçýn,Undirected
3260,Hakan Bilgin,Hande Katipoðlu,Undirected
3261,Ceyhun Yýlmaz,Hande Katipoðlu,Undirected
3262,Þebnem Dönmez,Hande Katipoðlu,Undirected
3263,Naz Çaðla Irmak,Hande Katipoðlu,Undirected
3264,Uraz Kaygýlaroðlu,Hande Katipoðlu,Undirected
3265,Ali Barkýn,Hande Katipoðlu,Undirected
3266,Ceyhun Yýlmaz,Hakan Bilgin,Undirected
3267,Þebnem Dönmez,Hakan Bilgin,Undirected
3268,Naz Çaðla Irmak,Hakan Bilgin,Undirected
3269,Uraz Kaygýlaroðlu,Hakan Bilgin,Undirected
3270,Ali Barkýn,Hakan Bilgin,Undirected
3271,Þebnem Dönmez,Ceyhun Yýlmaz,Undirected
3272,Naz Çaðla Irmak,Ceyhun Yýlmaz,Undirected
3273,Uraz Kaygýlaroðlu,Ceyhun Yýlmaz,Undirected
3274,Ali Barkýn,Ceyhun Yýlmaz,Undirected
3275,Naz Çaðla Irmak,Þebnem Dönmez,Undirected
3276,Uraz Kaygýlaroðlu,Þebnem Dönmez,Undirected
3277,Ali Barkýn,Þebnem Dönmez,Undirected
3278,Uraz Kaygýlaroðlu,Naz Çaðla Irmak,Undirected
3279,Ali Barkýn,Naz Çaðla Irmak,Undirected
3280,Ali Barkýn,Uraz Kaygýlaroðlu,Undirected
3281,Köksal Baba,Hasan Gümet,Undirected
3282,Doða Konakoðlu,Hasan Gümet,Undirected
3283,Meryem Ýrem Þahin,Hasan Gümet,Undirected
3284,Ayberk Yeþilbursa,Hasan Gümet,Undirected
3285,Elif Çapkýn,Hasan Gümet,Undirected
3286,Ferman Toprak,Hasan Gümet,Undirected
3287,Recep Aktuð,Hasan Gümet,Undirected
3288,Ümit Yaþar,Hasan Gümet,Undirected
3289,Tuncay Akça,Hasan Gümet,Undirected
3290,Hamiyet,Hasan Gümet,Undirected
3291,Devran Ýskender,Hasan Gümet,Undirected
3292,Egemen Töreli,Hasan Gümet,Undirected
3293,Burak Özdemir,Hasan Gümet,Undirected
3294,Doða Konakoðlu,Köksal Baba,Undirected
3295,Meryem Ýrem Þahin,Köksal Baba,Undirected
3296,Ayberk Yeþilbursa,Köksal Baba,Undirected
3297,Elif Çapkýn,Köksal Baba,Undirected
3298,Ferman Toprak,Köksal Baba,Undirected
3299,Recep Aktuð,Köksal Baba,Undirected
3300,Ümit Yaþar,Köksal Baba,Undirected
3301,Tuncay Akça,Köksal Baba,Undirected
3302,Hamiyet,Köksal Baba,Undirected
3303,Devran Ýskender,Köksal Baba,Undirected
3304,Egemen Töreli,Köksal Baba,Undirected
3305,Burak Özdemir,Köksal Baba,Undirected
3306,Meryem Ýrem Þahin,Doða Konakoðlu,Undirected
3307,Ayberk Yeþilbursa,Doða Konakoðlu,Undirected
3308,Elif Çapkýn,Doða Konakoðlu,Undirected
3309,Ferman Toprak,Doða Konakoðlu,Undirected
3310,Recep Aktuð,Doða Konakoðlu,Undirected
3311,Ümit Yaþar,Doða Konakoðlu,Undirected
3312,Tuncay Akça,Doða Konakoðlu,Undirected
3313,Hamiyet,Doða Konakoðlu,Undirected
3314,Devran Ýskender,Doða Konakoðlu,Undirected
3315,Egemen Töreli,Doða Konakoðlu,Undirected
3316,Burak Özdemir,Doða Konakoðlu,Undirected
3317,Ayberk Yeþilbursa,Meryem Ýrem Þahin,Undirected
3318,Elif Çapkýn,Meryem Ýrem Þahin,Undirected
3319,Ferman Toprak,Meryem Ýrem Þahin,Undirected
3320,Recep Aktuð,Meryem Ýrem Þahin,Undirected
3321,Ümit Yaþar,Meryem Ýrem Þahin,Undirected
3322,Tuncay Akça,Meryem Ýrem Þahin,Undirected
3323,Hamiyet,Meryem Ýrem Þahin,Undirected
3324,Devran Ýskender,Meryem Ýrem Þahin,Undirected
3325,Egemen Töreli,Meryem Ýrem Þahin,Undirected
3326,Burak Özdemir,Meryem Ýrem Þahin,Undirected
3327,Elif Çapkýn,Ayberk Yeþilbursa,Undirected
3328,Ferman Toprak,Ayberk Yeþilbursa,Undirected
3329,Recep Aktuð,Ayberk Yeþilbursa,Undirected
3330,Ümit Yaþar,Ayberk Yeþilbursa,Undirected
3331,Tuncay Akça,Ayberk Yeþilbursa,Undirected
3332,Hamiyet,Ayberk Yeþilbursa,Undirected
3333,Devran Ýskender,Ayberk Yeþilbursa,Undirected
3334,Egemen Töreli,Ayberk Yeþilbursa,Undirected
3335,Burak Özdemir,Ayberk Yeþilbursa,Undirected
3336,Ferman Toprak,Elif Çapkýn,Undirected
3337,Recep Aktuð,Elif Çapkýn,Undirected
3338,Ümit Yaþar,Elif Çapkýn,Undirected
3339,Tuncay Akça,Elif Çapkýn,Undirected
3340,Hamiyet,Elif Çapkýn,Undirected
3341,Devran Ýskender,Elif Çapkýn,Undirected
3342,Egemen Töreli,Elif Çapkýn,Undirected
3343,Burak Özdemir,Elif Çapkýn,Undirected
3344,Recep Aktuð,Ferman Toprak,Undirected
3345,Ümit Yaþar,Ferman Toprak,Undirected
3346,Tuncay Akça,Ferman Toprak,Undirected
3347,Hamiyet,Ferman Toprak,Undirected
3348,Devran Ýskender,Ferman Toprak,Undirected
3349,Egemen Töreli,Ferman Toprak,Undirected
3350,Burak Özdemir,Ferman Toprak,Undirected
3351,Ümit Yaþar,Recep Aktuð,Undirected
3352,Tuncay Akça,Recep Aktuð,Undirected
3353,Hamiyet,Recep Aktuð,Undirected
3354,Devran Ýskender,Recep Aktuð,Undirected
3355,Egemen Töreli,Recep Aktuð,Undirected
3356,Burak Özdemir,Recep Aktuð,Undirected
3357,Tuncay Akça,Ümit Yaþar,Undirected
3358,Hamiyet,Ümit Yaþar,Undirected
3359,Devran Ýskender,Ümit Yaþar,Undirected
3360,Egemen Töreli,Ümit Yaþar,Undirected
3361,Burak Özdemir,Ümit Yaþar,Undirected
3362,Hamiyet,Tuncay Akça,Undirected
3363,Devran Ýskender,Tuncay Akça,Undirected
3364,Egemen Töreli,Tuncay Akça,Undirected
3365,Burak Özdemir,Tuncay Akça,Undirected
3366,Devran Ýskender,Hamiyet,Undirected
3367,Egemen Töreli,Hamiyet,Undirected
3368,Burak Özdemir,Hamiyet,Undirected
3369,Egemen Töreli,Devran Ýskender,Undirected
3370,Burak Özdemir,Devran Ýskender,Undirected
3371,Burak Özdemir,Egemen Töreli,Undirected
3372,Fercan Bay,Burak Alkaþ,Undirected
3373,Murat Övüç,Burak Alkaþ,Undirected
3374,Kadir Gültekin,Burak Alkaþ,Undirected
3375,Tayfun Sav,Burak Alkaþ,Undirected
3376,Duygu Özlen,Burak Alkaþ,Undirected
3377,Gökhan Çelik,Burak Alkaþ,Undirected
3378,Yaþar Þengül,Burak Alkaþ,Undirected
3379,Alisha Rene,Burak Alkaþ,Undirected
3380,Vahdet Çakar,Burak Alkaþ,Undirected
3381,Emre Köroðlu,Burak Alkaþ,Undirected
3382,Saniye Demirbaþ,Burak Alkaþ,Undirected
3383,Yýlmaz Arýkan,Burak Alkaþ,Undirected
3384,Burak Yerlikaya,Burak Alkaþ,Undirected
3385,Serdal Yazýcý,Burak Alkaþ,Undirected
3386,Murat Övüç,Fercan Bay,Undirected
3387,Kadir Gültekin,Fercan Bay,Undirected
3388,Tayfun Sav,Fercan Bay,Undirected
3389,Duygu Özlen,Fercan Bay,Undirected
3390,Gökhan Çelik,Fercan Bay,Undirected
3391,Yaþar Þengül,Fercan Bay,Undirected
3392,Alisha Rene,Fercan Bay,Undirected
3393,Vahdet Çakar,Fercan Bay,Undirected
3394,Emre Köroðlu,Fercan Bay,Undirected
3395,Saniye Demirbaþ,Fercan Bay,Undirected
3396,Yýlmaz Arýkan,Fercan Bay,Undirected
3397,Burak Yerlikaya,Fercan Bay,Undirected
3398,Serdal Yazýcý,Fercan Bay,Undirected
3399,Kadir Gültekin,Murat Övüç,Undirected
3400,Tayfun Sav,Murat Övüç,Undirected
3401,Duygu Özlen,Murat Övüç,Undirected
3402,Gökhan Çelik,Murat Övüç,Undirected
3403,Yaþar Þengül,Murat Övüç,Undirected
3404,Alisha Rene,Murat Övüç,Undirected
3405,Vahdet Çakar,Murat Övüç,Undirected
3406,Emre Köroðlu,Murat Övüç,Undirected
3407,Saniye Demirbaþ,Murat Övüç,Undirected
3408,Yýlmaz Arýkan,Murat Övüç,Undirected
3409,Burak Yerlikaya,Murat Övüç,Undirected
3410,Serdal Yazýcý,Murat Övüç,Undirected
3411,Tayfun Sav,Kadir Gültekin,Undirected
3412,Duygu Özlen,Kadir Gültekin,Undirected
3413,Gökhan Çelik,Kadir Gültekin,Undirected
3414,Yaþar Þengül,Kadir Gültekin,Undirected
3415,Alisha Rene,Kadir Gültekin,Undirected
3416,Vahdet Çakar,Kadir Gültekin,Undirected
3417,Emre Köroðlu,Kadir Gültekin,Undirected
3418,Saniye Demirbaþ,Kadir Gültekin,Undirected
3419,Yýlmaz Arýkan,Kadir Gültekin,Undirected
3420,Burak Yerlikaya,Kadir Gültekin,Undirected
3421,Serdal Yazýcý,Kadir Gültekin,Undirected
3422,Duygu Özlen,Tayfun Sav,Undirected
3423,Gökhan Çelik,Tayfun Sav,Undirected
3424,Yaþar Þengül,Tayfun Sav,Undirected
3425,Alisha Rene,Tayfun Sav,Undirected
3426,Vahdet Çakar,Tayfun Sav,Undirected
3427,Emre Köroðlu,Tayfun Sav,Undirected
3428,Saniye Demirbaþ,Tayfun Sav,Undirected
3429,Yýlmaz Arýkan,Tayfun Sav,Undirected
3430,Burak Yerlikaya,Tayfun Sav,Undirected
3431,Serdal Yazýcý,Tayfun Sav,Undirected
3432,Gökhan Çelik,Duygu Özlen,Undirected
3433,Yaþar Þengül,Duygu Özlen,Undirected
3434,Alisha Rene,Duygu Özlen,Undirected
3435,Vahdet Çakar,Duygu Özlen,Undirected
3436,Emre Köroðlu,Duygu Özlen,Undirected
3437,Saniye Demirbaþ,Duygu Özlen,Undirected
3438,Yýlmaz Arýkan,Duygu Özlen,Undirected
3439,Burak Yerlikaya,Duygu Özlen,Undirected
3440,Serdal Yazýcý,Duygu Özlen,Undirected
3441,Yaþar Þengül,Gökhan Çelik,Undirected
3442,Alisha Rene,Gökhan Çelik,Undirected
3443,Vahdet Çakar,Gökhan Çelik,Undirected
3444,Emre Köroðlu,Gökhan Çelik,Undirected
3445,Saniye Demirbaþ,Gökhan Çelik,Undirected
3446,Yýlmaz Arýkan,Gökhan Çelik,Undirected
3447,Burak Yerlikaya,Gökhan Çelik,Undirected
3448,Serdal Yazýcý,Gökhan Çelik,Undirected
3449,Alisha Rene,Yaþar Þengül,Undirected
3450,Vahdet Çakar,Yaþar Þengül,Undirected
3451,Emre Köroðlu,Yaþar Þengül,Undirected
3452,Saniye Demirbaþ,Yaþar Þengül,Undirected
3453,Yýlmaz Arýkan,Yaþar Þengül,Undirected
3454,Burak Yerlikaya,Yaþar Þengül,Undirected
3455,Serdal Yazýcý,Yaþar Þengül,Undirected
3456,Vahdet Çakar,Alisha Rene,Undirected
3457,Emre Köroðlu,Alisha Rene,Undirected
3458,Saniye Demirbaþ,Alisha Rene,Undirected
3459,Yýlmaz Arýkan,Alisha Rene,Undirected
3460,Burak Yerlikaya,Alisha Rene,Undirected
3461,Serdal Yazýcý,Alisha Rene,Undirected
3462,Emre Köroðlu,Vahdet Çakar,Undirected
3463,Saniye Demirbaþ,Vahdet Çakar,Undirected
3464,Yýlmaz Arýkan,Vahdet Çakar,Undirected
3465,Burak Yerlikaya,Vahdet Çakar,Undirected
3466,Serdal Yazýcý,Vahdet Çakar,Undirected
3467,Saniye Demirbaþ,Emre Köroðlu,Undirected
3468,Yýlmaz Arýkan,Emre Köroðlu,Undirected
3469,Burak Yerlikaya,Emre Köroðlu,Undirected
3470,Serdal Yazýcý,Emre Köroðlu,Undirected
3471,Yýlmaz Arýkan,Saniye Demirbaþ,Undirected
3472,Burak Yerlikaya,Saniye Demirbaþ,Undirected
3473,Serdal Yazýcý,Saniye Demirbaþ,Undirected
3474,Burak Yerlikaya,Yýlmaz Arýkan,Undirected
3475,Serdal Yazýcý,Yýlmaz Arýkan,Undirected
3476,Serdal Yazýcý,Burak Yerlikaya,Undirected
3477,Melisa Akman,Oðuzhan Uður,Undirected
3478,Burak Topaloðlu,Oðuzhan Uður,Undirected
3479,Esra Kucur,Oðuzhan Uður,Undirected
3480,Esma Soysal,Oðuzhan Uður,Undirected
3481,Gökçe Özyol,Oðuzhan Uður,Undirected
3482,Cenk Durmazel,Oðuzhan Uður,Undirected
3483,Hasan Karakuþ,Oðuzhan Uður,Undirected
3484,Hande Turan,Oðuzhan Uður,Undirected
3485,Burak Topaloðlu,Melisa Akman,Undirected
3486,Esra Kucur,Melisa Akman,Undirected
3487,Esma Soysal,Melisa Akman,Undirected
3488,Gökçe Özyol,Melisa Akman,Undirected
3489,Cenk Durmazel,Melisa Akman,Undirected
3490,Hasan Karakuþ,Melisa Akman,Undirected
3491,Hande Turan,Melisa Akman,Undirected
3492,Esra Kucur,Burak Topaloðlu,Undirected
3493,Esma Soysal,Burak Topaloðlu,Undirected
3494,Gökçe Özyol,Burak Topaloðlu,Undirected
3495,Cenk Durmazel,Burak Topaloðlu,Undirected
3496,Hasan Karakuþ,Burak Topaloðlu,Undirected
3497,Hande Turan,Burak Topaloðlu,Undirected
3498,Esma Soysal,Esra Kucur,Undirected
3499,Gökçe Özyol,Esra Kucur,Undirected
3500,Cenk Durmazel,Esra Kucur,Undirected
3501,Hasan Karakuþ,Esra Kucur,Undirected
3502,Hande Turan,Esra Kucur,Undirected
3503,Gökçe Özyol,Esma Soysal,Undirected
3504,Cenk Durmazel,Esma Soysal,Undirected
3505,Hasan Karakuþ,Esma Soysal,Undirected
3506,Hande Turan,Esma Soysal,Undirected
3507,Cenk Durmazel,Gökçe Özyol,Undirected
3508,Hasan Karakuþ,Gökçe Özyol,Undirected
3509,Hande Turan,Gökçe Özyol,Undirected
3510,Hasan Karakuþ,Cenk Durmazel,Undirected
3511,Hande Turan,Cenk Durmazel,Undirected
3512,Hasan Karakuþ,Hasan Karakuþ,Undirected
3513,Hande Turan,Hasan Karakuþ,Undirected
3514,Ünal Yeter,Füsun Demirel,Undirected
3515,Hakan Bilgin,Füsun Demirel,Undirected
3516,Sabahattin Yakut,Füsun Demirel,Undirected
3517,Barýþ Çelikkol,Füsun Demirel,Undirected
3518,Hakan Meriçliler,Füsun Demirel,Undirected
3519,Þinasi Yurtsever,Füsun Demirel,Undirected
3520,Açelya Topaloðlu,Füsun Demirel,Undirected
3521,Ayhan Taþ,Füsun Demirel,Undirected
3522,Burak Satýbol,Füsun Demirel,Undirected
3523,Köksal Engür,Füsun Demirel,Undirected
3524,Cihan Ercan,Füsun Demirel,Undirected
3525,Zeynep Kankonde,Füsun Demirel,Undirected
3526,Hakan Bilgin,Ünal Yeter,Undirected
3527,Sabahattin Yakut,Ünal Yeter,Undirected
3528,Barýþ Çelikkol,Ünal Yeter,Undirected
3529,Hakan Meriçliler,Ünal Yeter,Undirected
3530,Þinasi Yurtsever,Ünal Yeter,Undirected
3531,Açelya Topaloðlu,Ünal Yeter,Undirected
3532,Ayhan Taþ,Ünal Yeter,Undirected
3533,Burak Satýbol,Ünal Yeter,Undirected
3534,Köksal Engür,Ünal Yeter,Undirected
3535,Cihan Ercan,Ünal Yeter,Undirected
3536,Zeynep Kankonde,Ünal Yeter,Undirected
3537,Sabahattin Yakut,Hakan Bilgin,Undirected
3538,Barýþ Çelikkol,Hakan Bilgin,Undirected
3539,Hakan Meriçliler,Hakan Bilgin,Undirected
3540,Þinasi Yurtsever,Hakan Bilgin,Undirected
3541,Açelya Topaloðlu,Hakan Bilgin,Undirected
3542,Ayhan Taþ,Hakan Bilgin,Undirected
3543,Burak Satýbol,Hakan Bilgin,Undirected
