Id,Source,Target,Type
3051,Ýhsan Yüce,Meral Zeren,Undirected
3052,Þeref Çokþeker,Meral Zeren,Undirected
3053,Muharrem Gürses,Meral Zeren,Undirected
3054,Ýbrahim Gemici,Meral Zeren,Undirected
3055,Candan Ersöz,Meral Zeren,Undirected
3056,Nevzat Sezer,Meral Zeren,Undirected
3057,Elif Pektaþ,Bülent Kayabaþ,Undirected
3058,Ayfer Feray,Bülent Kayabaþ,Undirected
3059,Turgut Boralý,Bülent Kayabaþ,Undirected
3060,Þeref Çokþeker,Bülent Kayabaþ,Undirected
3061,Muharrem Gürses,Bülent Kayabaþ,Undirected
3062,Ýbrahim Gemici,Bülent Kayabaþ,Undirected
3063,Candan Ersöz,Bülent Kayabaþ,Undirected
3064,Nevzat Sezer,Bülent Kayabaþ,Undirected
3065,Ali Þen,Elif Pektaþ,Undirected
3066,Ayfer Feray,Elif Pektaþ,Undirected
3067,Turgut Boralý,Elif Pektaþ,Undirected
3068,Adile Naþit,Elif Pektaþ,Undirected
3069,Ýhsan Yüce,Elif Pektaþ,Undirected
3070,Þeref Çokþeker,Elif Pektaþ,Undirected
3071,Muharrem Gürses,Elif Pektaþ,Undirected
3072,Ýbrahim Gemici,Elif Pektaþ,Undirected
3073,Candan Ersöz,Elif Pektaþ,Undirected
3074,Nevzat Sezer,Elif Pektaþ,Undirected
3075,Ayfer Feray,Ali Þen,Undirected
3076,Turgut Boralý,Ali Þen,Undirected
3077,Muharrem Gürses,Ali Þen,Undirected
3078,Ýbrahim Gemici,Ali Þen,Undirected
3079,Candan Ersöz,Ali Þen,Undirected
3080,Nevzat Sezer,Ali Þen,Undirected
3081,Turgut Boralý,Ayfer Feray,Undirected
3082,Adile Naþit,Ayfer Feray,Undirected
3083,Ýhsan Yüce,Ayfer Feray,Undirected
3084,Þeref Çokþeker,Ayfer Feray,Undirected
3085,Muharrem Gürses,Ayfer Feray,Undirected
3086,Ýbrahim Gemici,Ayfer Feray,Undirected
3087,Candan Ersöz,Ayfer Feray,Undirected
3088,Nevzat Sezer,Ayfer Feray,Undirected
3089,Adile Naþit,Turgut Boralý,Undirected
3090,Ýhsan Yüce,Turgut Boralý,Undirected
3091,Þeref Çokþeker,Turgut Boralý,Undirected
3092,Muharrem Gürses,Turgut Boralý,Undirected
3093,Ýbrahim Gemici,Turgut Boralý,Undirected
3094,Candan Ersöz,Turgut Boralý,Undirected
3095,Nevzat Sezer,Turgut Boralý,Undirected
3096,Þeref Çokþeker,Adile Naþit,Undirected
3097,Muharrem Gürses,Adile Naþit,Undirected
3098,Ýbrahim Gemici,Adile Naþit,Undirected
3099,Candan Ersöz,Adile Naþit,Undirected
3100,Nevzat Sezer,Adile Naþit,Undirected
3101,Þeref Çokþeker,Ýhsan Yüce,Undirected
3102,Muharrem Gürses,Ýhsan Yüce,Undirected
3103,Ýbrahim Gemici,Ýhsan Yüce,Undirected
3104,Candan Ersöz,Ýhsan Yüce,Undirected
3105,Nevzat Sezer,Ýhsan Yüce,Undirected
3106,Muharrem Gürses,Þeref Çokþeker,Undirected
3107,Ýbrahim Gemici,Þeref Çokþeker,Undirected
3108,Candan Ersöz,Þeref Çokþeker,Undirected
3109,Nevzat Sezer,Þeref Çokþeker,Undirected
3110,Ýbrahim Gemici,Muharrem Gürses,Undirected
3111,Candan Ersöz,Muharrem Gürses,Undirected
3112,Nevzat Sezer,Muharrem Gürses,Undirected
3113,Candan Ersöz,Ýbrahim Gemici,Undirected
3114,Nevzat Sezer,Ýbrahim Gemici,Undirected
3115,Nevzat Sezer,Candan Ersöz,Undirected
3116,Ýzzet Günay,Fatma Girik,Undirected
3117,Münir Özkul,Fatma Girik,Undirected
3118,Metin Serezli,Fatma Girik,Undirected
3119,Oya Peri,Fatma Girik,Undirected
3120,Sami Hazinses,Fatma Girik,Undirected
3121,Müþerref Çapýn,Fatma Girik,Undirected
3122,Sadettin Erbil,Fatma Girik,Undirected
3123,Selahattin Ýçsel,Fatma Girik,Undirected
3124,Mustafa Yavuz,Fatma Girik,Undirected
3125,Ali Þen,Fatma Girik,Undirected
3126,Behçet Nacar,Fatma Girik,Undirected
3127,Kayhan Yýldýzoðlu,Fatma Girik,Undirected
3128,Necati Er,Fatma Girik,Undirected
3129,Aynur Aydan,Fatma Girik,Undirected
3130,Orhan Çoban,Fatma Girik,Undirected
3131,Süheyl Egriboz,Fatma Girik,Undirected
3132,Celal Ersöz,Fatma Girik,Undirected
3133,Ýhsan Bayraktar,Fatma Girik,Undirected
3134,Metin Serezli,Ýzzet Günay,Undirected
3135,Oya Peri,Ýzzet Günay,Undirected
3136,Müþerref Çapýn,Ýzzet Günay,Undirected
3137,Sadettin Erbil,Ýzzet Günay,Undirected
3138,Selahattin Ýçsel,Ýzzet Günay,Undirected
3139,Ali Þen,Ýzzet Günay,Undirected
3140,Behçet Nacar,Ýzzet Günay,Undirected
3141,Kayhan Yýldýzoðlu,Ýzzet Günay,Undirected
3142,Necati Er,Ýzzet Günay,Undirected
3143,Aynur Aydan,Ýzzet Günay,Undirected
3144,Süheyl Egriboz,Ýzzet Günay,Undirected
3145,Celal Ersöz,Ýzzet Günay,Undirected
3146,Ýhsan Bayraktar,Ýzzet Günay,Undirected
3147,Metin Serezli,Münir Özkul,Undirected
3148,Oya Peri,Münir Özkul,Undirected
3149,Müþerref Çapýn,Münir Özkul,Undirected
3150,Sadettin Erbil,Münir Özkul,Undirected
3151,Selahattin Ýçsel,Münir Özkul,Undirected
3152,Ali Þen,Münir Özkul,Undirected
3153,Behçet Nacar,Münir Özkul,Undirected
3154,Kayhan Yýldýzoðlu,Münir Özkul,Undirected
3155,Necati Er,Münir Özkul,Undirected
3156,Aynur Aydan,Münir Özkul,Undirected
3157,Süheyl Egriboz,Münir Özkul,Undirected
3158,Celal Ersöz,Münir Özkul,Undirected
3159,Ýhsan Bayraktar,Münir Özkul,Undirected
3160,Oya Peri,Metin Serezli,Undirected
3161,Sami Hazinses,Metin Serezli,Undirected
3162,Müþerref Çapýn,Metin Serezli,Undirected
3163,Sadettin Erbil,Metin Serezli,Undirected
3164,Selahattin Ýçsel,Metin Serezli,Undirected
3165,Mustafa Yavuz,Metin Serezli,Undirected
3166,Behçet Nacar,Metin Serezli,Undirected
3167,Kayhan Yýldýzoðlu,Metin Serezli,Undirected
3168,Necati Er,Metin Serezli,Undirected
3169,Aynur Aydan,Metin Serezli,Undirected
3170,Orhan Çoban,Metin Serezli,Undirected
3171,Süheyl Egriboz,Metin Serezli,Undirected
3172,Celal Ersöz,Metin Serezli,Undirected
3173,Ýhsan Bayraktar,Metin Serezli,Undirected
3174,Sami Hazinses,Oya Peri,Undirected
3175,Müþerref Çapýn,Oya Peri,Undirected
3176,Sadettin Erbil,Oya Peri,Undirected
3177,Selahattin Ýçsel,Oya Peri,Undirected
3178,Mustafa Yavuz,Oya Peri,Undirected
3179,Ali Þen,Oya Peri,Undirected
3180,Behçet Nacar,Oya Peri,Undirected
3181,Kayhan Yýldýzoðlu,Oya Peri,Undirected
3182,Necati Er,Oya Peri,Undirected
3183,Aynur Aydan,Oya Peri,Undirected
3184,Orhan Çoban,Oya Peri,Undirected
3185,Süheyl Egriboz,Oya Peri,Undirected
3186,Celal Ersöz,Oya Peri,Undirected
3187,Ýhsan Bayraktar,Oya Peri,Undirected
3188,Müþerref Çapýn,Sami Hazinses,Undirected
3189,Sadettin Erbil,Sami Hazinses,Undirected
3190,Selahattin Ýçsel,Sami Hazinses,Undirected
3191,Ali Þen,Sami Hazinses,Undirected
3192,Behçet Nacar,Sami Hazinses,Undirected
3193,Kayhan Yýldýzoðlu,Sami Hazinses,Undirected
3194,Necati Er,Sami Hazinses,Undirected
3195,Aynur Aydan,Sami Hazinses,Undirected
3196,Süheyl Egriboz,Sami Hazinses,Undirected
3197,Celal Ersöz,Sami Hazinses,Undirected
3198,Ýhsan Bayraktar,Sami Hazinses,Undirected
3199,Sadettin Erbil,Müþerref Çapýn,Undirected
3200,Selahattin Ýçsel,Müþerref Çapýn,Undirected
3201,Mustafa Yavuz,Müþerref Çapýn,Undirected
3202,Ali Þen,Müþerref Çapýn,Undirected
3203,Behçet Nacar,Müþerref Çapýn,Undirected
3204,Kayhan Yýldýzoðlu,Müþerref Çapýn,Undirected
3205,Necati Er,Müþerref Çapýn,Undirected
3206,Aynur Aydan,Müþerref Çapýn,Undirected
3207,Orhan Çoban,Müþerref Çapýn,Undirected
3208,Süheyl Egriboz,Müþerref Çapýn,Undirected
3209,Celal Ersöz,Müþerref Çapýn,Undirected
3210,Ýhsan Bayraktar,Müþerref Çapýn,Undirected
3211,Selahattin Ýçsel,Sadettin Erbil,Undirected
3212,Mustafa Yavuz,Sadettin Erbil,Undirected
3213,Behçet Nacar,Sadettin Erbil,Undirected
3214,Kayhan Yýldýzoðlu,Sadettin Erbil,Undirected
3215,Necati Er,Sadettin Erbil,Undirected
3216,Aynur Aydan,Sadettin Erbil,Undirected
3217,Orhan Çoban,Sadettin Erbil,Undirected
3218,Celal Ersöz,Sadettin Erbil,Undirected
3219,Ýhsan Bayraktar,Sadettin Erbil,Undirected
3220,Mustafa Yavuz,Selahattin Ýçsel,Undirected
3221,Ali Þen,Selahattin Ýçsel,Undirected
3222,Behçet Nacar,Selahattin Ýçsel,Undirected
3223,Kayhan Yýldýzoðlu,Selahattin Ýçsel,Undirected
3224,Necati Er,Selahattin Ýçsel,Undirected
3225,Aynur Aydan,Selahattin Ýçsel,Undirected
3226,Orhan Çoban,Selahattin Ýçsel,Undirected
3227,Süheyl Egriboz,Selahattin Ýçsel,Undirected
3228,Celal Ersöz,Selahattin Ýçsel,Undirected
3229,Ýhsan Bayraktar,Selahattin Ýçsel,Undirected
3230,Ali Þen,Mustafa Yavuz,Undirected
3231,Behçet Nacar,Mustafa Yavuz,Undirected
3232,Kayhan Yýldýzoðlu,Mustafa Yavuz,Undirected
3233,Necati Er,Mustafa Yavuz,Undirected
3234,Aynur Aydan,Mustafa Yavuz,Undirected
3235,Süheyl Egriboz,Mustafa Yavuz,Undirected
3236,Celal Ersöz,Mustafa Yavuz,Undirected
3237,Ýhsan Bayraktar,Mustafa Yavuz,Undirected
3238,Behçet Nacar,Ali Þen,Undirected
3239,Kayhan Yýldýzoðlu,Ali Þen,Undirected
3240,Necati Er,Ali Þen,Undirected
3241,Aynur Aydan,Ali Þen,Undirected
3242,Orhan Çoban,Ali Þen,Undirected
3243,Celal Ersöz,Ali Þen,Undirected
3244,Ýhsan Bayraktar,Ali Þen,Undirected
3245,Kayhan Yýldýzoðlu,Behçet Nacar,Undirected
3246,Necati Er,Behçet Nacar,Undirected
3247,Aynur Aydan,Behçet Nacar,Undirected
3248,Orhan Çoban,Behçet Nacar,Undirected
3249,Süheyl Egriboz,Behçet Nacar,Undirected
3250,Celal Ersöz,Behçet Nacar,Undirected
3251,Ýhsan Bayraktar,Behçet Nacar,Undirected
3252,Necati Er,Kayhan Yýldýzoðlu,Undirected
3253,Aynur Aydan,Kayhan Yýldýzoðlu,Undirected
3254,Orhan Çoban,Kayhan Yýldýzoðlu,Undirected
3255,Süheyl Egriboz,Kayhan Yýldýzoðlu,Undirected
3256,Celal Ersöz,Kayhan Yýldýzoðlu,Undirected
3257,Ýhsan Bayraktar,Kayhan Yýldýzoðlu,Undirected
3258,Aynur Aydan,Necati Er,Undirected
3259,Orhan Çoban,Necati Er,Undirected
3260,Süheyl Egriboz,Necati Er,Undirected
3261,Celal Ersöz,Necati Er,Undirected
3262,Ýhsan Bayraktar,Necati Er,Undirected
3263,Orhan Çoban,Aynur Aydan,Undirected
3264,Süheyl Egriboz,Aynur Aydan,Undirected
3265,Celal Ersöz,Aynur Aydan,Undirected
3266,Ýhsan Bayraktar,Aynur Aydan,Undirected
3267,Süheyl Egriboz,Orhan Çoban,Undirected
3268,Celal Ersöz,Orhan Çoban,Undirected
3269,Ýhsan Bayraktar,Orhan Çoban,Undirected
3270,Celal Ersöz,Süheyl Egriboz,Undirected
3271,Ýhsan Bayraktar,Süheyl Egriboz,Undirected
3272,Ýhsan Bayraktar,Celal Ersöz,Undirected
3273,Ahu Tuðba,Kemal Sunal,Undirected
3274,Diler Saraç,Kemal Sunal,Undirected
3275,Ercan Yazgan,Kemal Sunal,Undirected
3276,Saadet Gürses,Kemal Sunal,Undirected
3277,Osman F. Seden,Kemal Sunal,Undirected
3278,Kadir Kök,Kemal Sunal,Undirected
3279,Gülten Ceylan,Kemal Sunal,Undirected
3280,Ýhsan Gedik,Kemal Sunal,Undirected
3281,Günay Güner,Kemal Sunal,Undirected
3282,Halit Akçatepe,Ahu Tuðba,Undirected
3283,Reha Yurdakul,Ahu Tuðba,Undirected
3284,Diler Saraç,Ahu Tuðba,Undirected
3285,Ercan Yazgan,Ahu Tuðba,Undirected
3286,Saadet Gürses,Ahu Tuðba,Undirected
3287,Osman F. Seden,Ahu Tuðba,Undirected
3288,Ali Þen,Ahu Tuðba,Undirected
3289,Ünal Gürel,Ahu Tuðba,Undirected
3290,Kadir Kök,Ahu Tuðba,Undirected
3291,Hakký Kývanç,Ahu Tuðba,Undirected
3292,Coþkun Göðen,Ahu Tuðba,Undirected
3293,Gülten Ceylan,Ahu Tuðba,Undirected
3294,Ýhsan Gedik,Ahu Tuðba,Undirected
3295,Günay Güner,Ahu Tuðba,Undirected
3296,Sabahat Ýzgü,Ahu Tuðba,Undirected
3297,Diler Saraç,Halit Akçatepe,Undirected
3298,Ercan Yazgan,Halit Akçatepe,Undirected
3299,Saadet Gürses,Halit Akçatepe,Undirected
3300,Osman F. Seden,Halit Akçatepe,Undirected
3301,Ünal Gürel,Halit Akçatepe,Undirected
3302,Kadir Kök,Halit Akçatepe,Undirected
3303,Hakký Kývanç,Halit Akçatepe,Undirected
3304,Coþkun Göðen,Halit Akçatepe,Undirected
3305,Gülten Ceylan,Halit Akçatepe,Undirected
3306,Ýhsan Gedik,Halit Akçatepe,Undirected
3307,Günay Güner,Halit Akçatepe,Undirected
3308,Sabahat Ýzgü,Halit Akçatepe,Undirected
3309,Diler Saraç,Reha Yurdakul,Undirected
3310,Ercan Yazgan,Reha Yurdakul,Undirected
3311,Saadet Gürses,Reha Yurdakul,Undirected
3312,Osman F. Seden,Reha Yurdakul,Undirected
3313,Ünal Gürel,Reha Yurdakul,Undirected
3314,Kadir Kök,Reha Yurdakul,Undirected
3315,Gülten Ceylan,Reha Yurdakul,Undirected
3316,Ýhsan Gedik,Reha Yurdakul,Undirected
3317,Günay Güner,Reha Yurdakul,Undirected
3318,Sabahat Ýzgü,Reha Yurdakul,Undirected
3319,Ercan Yazgan,Diler Saraç,Undirected
3320,Saadet Gürses,Diler Saraç,Undirected
3321,Osman F. Seden,Diler Saraç,Undirected
3322,Ali Þen,Diler Saraç,Undirected
3323,Ünal Gürel,Diler Saraç,Undirected
3324,Kadir Kök,Diler Saraç,Undirected
3325,Coþkun Göðen,Diler Saraç,Undirected
3326,Gülten Ceylan,Diler Saraç,Undirected
3327,Ýhsan Gedik,Diler Saraç,Undirected
3328,Günay Güner,Diler Saraç,Undirected
3329,Sabahat Ýzgü,Diler Saraç,Undirected
3330,Saadet Gürses,Ercan Yazgan,Undirected
3331,Osman F. Seden,Ercan Yazgan,Undirected
3332,Ali Þen,Ercan Yazgan,Undirected
3333,Ünal Gürel,Ercan Yazgan,Undirected
3334,Kadir Kök,Ercan Yazgan,Undirected
3335,Hakký Kývanç,Ercan Yazgan,Undirected
3336,Coþkun Göðen,Ercan Yazgan,Undirected
3337,Gülten Ceylan,Ercan Yazgan,Undirected
3338,Ýhsan Gedik,Ercan Yazgan,Undirected
3339,Günay Güner,Ercan Yazgan,Undirected
3340,Sabahat Ýzgü,Ercan Yazgan,Undirected
3341,Osman F. Seden,Saadet Gürses,Undirected
3342,Ali Þen,Saadet Gürses,Undirected
3343,Ünal Gürel,Saadet Gürses,Undirected
3344,Kadir Kök,Saadet Gürses,Undirected
3345,Hakký Kývanç,Saadet Gürses,Undirected
3346,Coþkun Göðen,Saadet Gürses,Undirected
3347,Gülten Ceylan,Saadet Gürses,Undirected
3348,Ýhsan Gedik,Saadet Gürses,Undirected
3349,Günay Güner,Saadet Gürses,Undirected
3350,Sabahat Ýzgü,Saadet Gürses,Undirected
3351,Ünal Gürel,Osman F. Seden,Undirected
3352,Kadir Kök,Osman F. Seden,Undirected
3353,Hakký Kývanç,Osman F. Seden,Undirected
3354,Coþkun Göðen,Osman F. Seden,Undirected
3355,Gülten Ceylan,Osman F. Seden,Undirected
3356,Günay Güner,Osman F. Seden,Undirected
3357,Sabahat Ýzgü,Osman F. Seden,Undirected
3358,Kadir Kök,Ali Þen,Undirected
3359,Coþkun Göðen,Ali Þen,Undirected
3360,Gülten Ceylan,Ali Þen,Undirected
3361,Günay Güner,Ali Þen,Undirected
3362,Kadir Kök,Ünal Gürel,Undirected
3363,Gülten Ceylan,Ünal Gürel,Undirected
3364,Ýhsan Gedik,Ünal Gürel,Undirected
3365,Günay Güner,Ünal Gürel,Undirected
3366,Sabahat Ýzgü,Ünal Gürel,Undirected
3367,Hakký Kývanç,Kadir Kök,Undirected
3368,Coþkun Göðen,Kadir Kök,Undirected
3369,Gülten Ceylan,Kadir Kök,Undirected
3370,Ýhsan Gedik,Kadir Kök,Undirected
3371,Günay Güner,Kadir Kök,Undirected
3372,Sabahat Ýzgü,Kadir Kök,Undirected
3373,Gülten Ceylan,Hakký Kývanç,Undirected
3374,Ýhsan Gedik,Hakký Kývanç,Undirected
3375,Günay Güner,Hakký Kývanç,Undirected
3376,Gülten Ceylan,Coþkun Göðen,Undirected
3377,Ýhsan Gedik,Coþkun Göðen,Undirected
3378,Günay Güner,Coþkun Göðen,Undirected
3379,Sabahat Ýzgü,Coþkun Göðen,Undirected
3380,Ýhsan Gedik,Gülten Ceylan,Undirected
3381,Günay Güner,Gülten Ceylan,Undirected
3382,Sabahat Ýzgü,Gülten Ceylan,Undirected
3383,Günay Güner,Ýhsan Gedik,Undirected
3384,Sabahat Ýzgü,Ýhsan Gedik,Undirected
3385,Sabahat Ýzgü,Günay Güner,Undirected
3386,Meral Zeren,Zeki Alasya,Undirected
3387,Süleyman Turan,Zeki Alasya,Undirected
3388,Osman Alyanak,Zeki Alasya,Undirected
3389,Hakký Kývanç,Zeki Alasya,Undirected
3390,Turgut Boralý,Zeki Alasya,Undirected
3391,Nermin Özses,Zeki Alasya,Undirected
3392,Feridun Çölgeçen,Zeki Alasya,Undirected
3393,Semih Sezerli,Zeki Alasya,Undirected
3394,Salih Kalyon,Zeki Alasya,Undirected
3395,Bilge Zobu,Zeki Alasya,Undirected
3396,Muammer Gözalan,Zeki Alasya,Undirected
3397,Erol Günaydýn,Zeki Alasya,Undirected
3398,Kenan Pars,Zeki Alasya,Undirected
3399,Ahmet Turgutlu,Zeki Alasya,Undirected
3400,Ali Sururi,Zeki Alasya,Undirected
3401,Ýsmail Hakký Þen,Zeki Alasya,Undirected
3402,Meral Zeren,Metin Akpýnar,Undirected
3403,Süleyman Turan,Metin Akpýnar,Undirected
3404,Osman Alyanak,Metin Akpýnar,Undirected
3405,Hakký Kývanç,Metin Akpýnar,Undirected
3406,Turgut Boralý,Metin Akpýnar,Undirected
3407,Nermin Özses,Metin Akpýnar,Undirected
3408,Feridun Çölgeçen,Metin Akpýnar,Undirected
3409,Semih Sezerli,Metin Akpýnar,Undirected
3410,Salih Kalyon,Metin Akpýnar,Undirected
3411,Bilge Zobu,Metin Akpýnar,Undirected
3412,Muammer Gözalan,Metin Akpýnar,Undirected
3413,Erol Günaydýn,Metin Akpýnar,Undirected
3414,Kenan Pars,Metin Akpýnar,Undirected
3415,Ahmet Turgutlu,Metin Akpýnar,Undirected
3416,Ali Sururi,Metin Akpýnar,Undirected
3417,Ýsmail Hakký Þen,Metin Akpýnar,Undirected
3418,Süleyman Turan,Meral Zeren,Undirected
3419,Osman Alyanak,Meral Zeren,Undirected
3420,Semih Sezerli,Meral Zeren,Undirected
3421,Osman F. Seden,Meral Zeren,Undirected
3422,Salih Kalyon,Meral Zeren,Undirected
3423,Bilge Zobu,Meral Zeren,Undirected
3424,Muammer Gözalan,Meral Zeren,Undirected
3425,Erol Günaydýn,Meral Zeren,Undirected
3426,Kenan Pars,Meral Zeren,Undirected
3427,Ali Sururi,Meral Zeren,Undirected
3428,Ýsmail Hakký Þen,Meral Zeren,Undirected
3429,Osman Alyanak,Süleyman Turan,Undirected
3430,Hakký Kývanç,Süleyman Turan,Undirected
3431,Turgut Boralý,Süleyman Turan,Undirected
3432,Nermin Özses,Süleyman Turan,Undirected
3433,Feridun Çölgeçen,Süleyman Turan,Undirected
3434,Semih Sezerli,Süleyman Turan,Undirected
3435,Osman F. Seden,Süleyman Turan,Undirected
3436,Salih Kalyon,Süleyman Turan,Undirected
3437,Bilge Zobu,Süleyman Turan,Undirected
3438,Muammer Gözalan,Süleyman Turan,Undirected
3439,Erol Günaydýn,Süleyman Turan,Undirected
3440,Ali Sururi,Süleyman Turan,Undirected
3441,Ýsmail Hakký Þen,Süleyman Turan,Undirected
3442,Hakký Kývanç,Osman Alyanak,Undirected
3443,Turgut Boralý,Osman Alyanak,Undirected
3444,Nermin Özses,Osman Alyanak,Undirected
3445,Feridun Çölgeçen,Osman Alyanak,Undirected
3446,Semih Sezerli,Osman Alyanak,Undirected
3447,Osman F. Seden,Osman Alyanak,Undirected
3448,Salih Kalyon,Osman Alyanak,Undirected
3449,Muammer Gözalan,Osman Alyanak,Undirected
3450,Erol Günaydýn,Osman Alyanak,Undirected
3451,Kenan Pars,Osman Alyanak,Undirected
3452,Ali Sururi,Osman Alyanak,Undirected
3453,Ýsmail Hakký Þen,Osman Alyanak,Undirected
3454,Turgut Boralý,Hakký Kývanç,Undirected
3455,Nermin Özses,Hakký Kývanç,Undirected
3456,Semih Sezerli,Hakký Kývanç,Undirected
3457,Salih Kalyon,Hakký Kývanç,Undirected
3458,Bilge Zobu,Hakký Kývanç,Undirected
3459,Muammer Gözalan,Hakký Kývanç,Undirected
3460,Erol Günaydýn,Hakký Kývanç,Undirected
3461,Kenan Pars,Hakký Kývanç,Undirected
3462,Ali Sururi,Hakký Kývanç,Undirected
3463,Ýsmail Hakký Þen,Hakký Kývanç,Undirected
3464,Nermin Özses,Turgut Boralý,Undirected
3465,Feridun Çölgeçen,Turgut Boralý,Undirected
3466,Semih Sezerli,Turgut Boralý,Undirected
3467,Osman F. Seden,Turgut Boralý,Undirected
3468,Salih Kalyon,Turgut Boralý,Undirected
3469,Bilge Zobu,Turgut Boralý,Undirected
3470,Muammer Gözalan,Turgut Boralý,Undirected
3471,Erol Günaydýn,Turgut Boralý,Undirected
3472,Kenan Pars,Turgut Boralý,Undirected
3473,Ahmet Turgutlu,Turgut Boralý,Undirected
3474,Ali Sururi,Turgut Boralý,Undirected
3475,Ýsmail Hakký Þen,Turgut Boralý,Undirected
3476,Semih Sezerli,Nermin Özses,Undirected
3477,Osman F. Seden,Nermin Özses,Undirected
3478,Salih Kalyon,Nermin Özses,Undirected
3479,Bilge Zobu,Nermin Özses,Undirected
3480,Muammer Gözalan,Nermin Özses,Undirected
3481,Erol Günaydýn,Nermin Özses,Undirected
3482,Kenan Pars,Nermin Özses,Undirected
3483,Ahmet Turgutlu,Nermin Özses,Undirected
3484,Ali Sururi,Nermin Özses,Undirected
3485,Ýsmail Hakký Þen,Nermin Özses,Undirected
3486,Semih Sezerli,Feridun Çölgeçen,Undirected
3487,Osman F. Seden,Feridun Çölgeçen,Undirected
3488,Salih Kalyon,Feridun Çölgeçen,Undirected
3489,Bilge Zobu,Feridun Çölgeçen,Undirected
3490,Muammer Gözalan,Feridun Çölgeçen,Undirected
3491,Erol Günaydýn,Feridun Çölgeçen,Undirected
3492,Kenan Pars,Feridun Çölgeçen,Undirected
3493,Ali Sururi,Feridun Çölgeçen,Undirected
3494,Ýsmail Hakký Þen,Feridun Çölgeçen,Undirected
3495,Osman F. Seden,Semih Sezerli,Undirected
3496,Salih Kalyon,Semih Sezerli,Undirected
3497,Bilge Zobu,Semih Sezerli,Undirected
3498,Muammer Gözalan,Semih Sezerli,Undirected
3499,Erol Günaydýn,Semih Sezerli,Undirected
3500,Kenan Pars,Semih Sezerli,Undirected
3501,Ahmet Turgutlu,Semih Sezerli,Undirected
3502,Ali Sururi,Semih Sezerli,Undirected
3503,Ýsmail Hakký Þen,Semih Sezerli,Undirected
3504,Salih Kalyon,Osman F. Seden,Undirected
3505,Bilge Zobu,Osman F. Seden,Undirected
3506,Muammer Gözalan,Osman F. Seden,Undirected
3507,Erol Günaydýn,Osman F. Seden,Undirected
3508,Kenan Pars,Osman F. Seden,Undirected
3509,Ahmet Turgutlu,Osman F. Seden,Undirected
3510,Ali Sururi,Osman F. Seden,Undirected
3511,Ýsmail Hakký Þen,Osman F. Seden,Undirected
3512,Bilge Zobu,Salih Kalyon,Undirected
3513,Muammer Gözalan,Salih Kalyon,Undirected
3514,Erol Günaydýn,Salih Kalyon,Undirected
3515,Kenan Pars,Salih Kalyon,Undirected
3516,Ahmet Turgutlu,Salih Kalyon,Undirected
3517,Ali Sururi,Salih Kalyon,Undirected
3518,Ýsmail Hakký Þen,Salih Kalyon,Undirected
3519,Muammer Gözalan,Bilge Zobu,Undirected
3520,Erol Günaydýn,Bilge Zobu,Undirected
3521,Kenan Pars,Bilge Zobu,Undirected
3522,Ahmet Turgutlu,Bilge Zobu,Undirected
3523,Ali Sururi,Bilge Zobu,Undirected
3524,Ýsmail Hakký Þen,Bilge Zobu,Undirected
3525,Erol Günaydýn,Muammer Gözalan,Undirected
3526,Kenan Pars,Muammer Gözalan,Undirected
3527,Ahmet Turgutlu,Muammer Gözalan,Undirected
3528,Ali Sururi,Muammer Gözalan,Undirected
3529,Ýsmail Hakký Þen,Muammer Gözalan,Undirected
3530,Kenan Pars,Erol Günaydýn,Undirected
3531,Ahmet Turgutlu,Erol Günaydýn,Undirected
3532,Ali Sururi,Erol Günaydýn,Undirected
3533,Ýsmail Hakký Þen,Erol Günaydýn,Undirected
3534,Ahmet Turgutlu,Kenan Pars,Undirected
3535,Ali Sururi,Kenan Pars,Undirected
