Id,Source,Target,Type
2548,Müjdat Gezen,Leman Akçatepe,Undirected
2549,Nermin Özses,Leman Akçatepe,Undirected
2550,Nermin Özses,Müjdat Gezen,Undirected
2551,Tanju Gürsu,Türkan Þoray,Undirected
2552,Salih Güney,Türkan Þoray,Undirected
2553,Süleyman Turan,Türkan Þoray,Undirected
2554,Münir Özkul,Türkan Þoray,Undirected
2555,Suna Selen,Türkan Þoray,Undirected
2556,Mualla Sürer,Türkan Þoray,Undirected
2557,Güzin Özipek,Türkan Þoray,Undirected
2558,Ahmet Turgutlu,Türkan Þoray,Undirected
2559,Kudret Karadag,Türkan Þoray,Undirected
2560,Salih Güney,Tanju Gürsu,Undirected
2561,Süleyman Turan,Tanju Gürsu,Undirected
2562,Münir Özkul,Tanju Gürsu,Undirected
2563,Necdet Yakýn,Tanju Gürsu,Undirected
2564,Suna Selen,Tanju Gürsu,Undirected
2565,Mualla Sürer,Tanju Gürsu,Undirected
2566,Güzin Özipek,Tanju Gürsu,Undirected
2567,Ahmet Turgutlu,Tanju Gürsu,Undirected
2568,Kudret Karadag,Tanju Gürsu,Undirected
2569,Süleyman Turan,Salih Güney,Undirected
2570,Münir Özkul,Salih Güney,Undirected
2571,Necdet Yakýn,Salih Güney,Undirected
2572,Suna Selen,Salih Güney,Undirected
2573,Mualla Sürer,Salih Güney,Undirected
2574,Güzin Özipek,Salih Güney,Undirected
2575,Ahmet Turgutlu,Salih Güney,Undirected
2576,Kudret Karadag,Salih Güney,Undirected
2577,Münir Özkul,Süleyman Turan,Undirected
2578,Necdet Yakýn,Süleyman Turan,Undirected
2579,Suna Selen,Süleyman Turan,Undirected
2580,Mualla Sürer,Süleyman Turan,Undirected
2581,Güzin Özipek,Süleyman Turan,Undirected
2582,Ahmet Turgutlu,Süleyman Turan,Undirected
2583,Kudret Karadag,Süleyman Turan,Undirected
2584,Necdet Yakýn,Münir Özkul,Undirected
2585,Suna Selen,Münir Özkul,Undirected
2586,Mualla Sürer,Münir Özkul,Undirected
2587,Güzin Özipek,Münir Özkul,Undirected
2588,Kudret Karadag,Münir Özkul,Undirected
2589,Suna Selen,Necdet Yakýn,Undirected
2590,Mualla Sürer,Necdet Yakýn,Undirected
2591,Güzin Özipek,Necdet Yakýn,Undirected
2592,Ahmet Turgutlu,Necdet Yakýn,Undirected
2593,Kudret Karadag,Necdet Yakýn,Undirected
2594,Mualla Sürer,Suna Selen,Undirected
2595,Güzin Özipek,Suna Selen,Undirected
2596,Ahmet Turgutlu,Suna Selen,Undirected
2597,Kudret Karadag,Suna Selen,Undirected
2598,Güzin Özipek,Mualla Sürer,Undirected
2599,Ahmet Turgutlu,Mualla Sürer,Undirected
2600,Kudret Karadag,Mualla Sürer,Undirected
2601,Ahmet Turgutlu,Güzin Özipek,Undirected
2602,Kudret Karadag,Güzin Özipek,Undirected
2603,Kudret Karadag,Ahmet Turgutlu,Undirected
2604,Ýzzet Günay,Hülya Koçyiðit,Undirected
2605,Nihat Ziyalan,Hülya Koçyiðit,Undirected
2606,Hulusi Kentmen,Hülya Koçyiðit,Undirected
2607,Necdet Tosun,Hülya Koçyiðit,Undirected
2608,Sami Hazinses,Hülya Koçyiðit,Undirected
2609,Cevat Kurtuluþ,Hülya Koçyiðit,Undirected
2610,Münir Özkul,Hülya Koçyiðit,Undirected
2611,Nubar Terziyan,Hülya Koçyiðit,Undirected
2612,Feridun Çölgeçen,Hülya Koçyiðit,Undirected
2613,Mustafa Yavuz,Hülya Koçyiðit,Undirected
2614,Orhan Çoban,Hülya Koçyiðit,Undirected
2615,Nihat Ziyalan,Ýzzet Günay,Undirected
2616,Hulusi Kentmen,Ýzzet Günay,Undirected
2617,Necdet Tosun,Ýzzet Günay,Undirected
2618,Sami Hazinses,Ýzzet Günay,Undirected
2619,Cevat Kurtuluþ,Ýzzet Günay,Undirected
2620,Münir Özkul,Ýzzet Günay,Undirected
2621,Nubar Terziyan,Ýzzet Günay,Undirected
2622,Feridun Çölgeçen,Ýzzet Günay,Undirected
2623,Mustafa Yavuz,Ýzzet Günay,Undirected
2624,Orhan Çoban,Ýzzet Günay,Undirected
2625,Hulusi Kentmen,Nihat Ziyalan,Undirected
2626,Necdet Tosun,Nihat Ziyalan,Undirected
2627,Sami Hazinses,Nihat Ziyalan,Undirected
2628,Cevat Kurtuluþ,Nihat Ziyalan,Undirected
2629,Münir Özkul,Nihat Ziyalan,Undirected
2630,Nubar Terziyan,Nihat Ziyalan,Undirected
2631,Feridun Çölgeçen,Nihat Ziyalan,Undirected
2632,Mustafa Yavuz,Nihat Ziyalan,Undirected
2633,Orhan Çoban,Nihat Ziyalan,Undirected
2634,Necdet Tosun,Hulusi Kentmen,Undirected
2635,Sami Hazinses,Hulusi Kentmen,Undirected
2636,Cevat Kurtuluþ,Hulusi Kentmen,Undirected
2637,Münir Özkul,Hulusi Kentmen,Undirected
2638,Nubar Terziyan,Hulusi Kentmen,Undirected
2639,Feridun Çölgeçen,Hulusi Kentmen,Undirected
2640,Mustafa Yavuz,Hulusi Kentmen,Undirected
2641,Orhan Çoban,Hulusi Kentmen,Undirected
2642,Sami Hazinses,Necdet Tosun,Undirected
2643,Cevat Kurtuluþ,Necdet Tosun,Undirected
2644,Münir Özkul,Necdet Tosun,Undirected
2645,Nubar Terziyan,Necdet Tosun,Undirected
2646,Feridun Çölgeçen,Necdet Tosun,Undirected
2647,Mustafa Yavuz,Necdet Tosun,Undirected
2648,Orhan Çoban,Necdet Tosun,Undirected
2649,Cevat Kurtuluþ,Sami Hazinses,Undirected
2650,Münir Özkul,Sami Hazinses,Undirected
2651,Nubar Terziyan,Sami Hazinses,Undirected
2652,Feridun Çölgeçen,Sami Hazinses,Undirected
2653,Mustafa Yavuz,Sami Hazinses,Undirected
2654,Orhan Çoban,Sami Hazinses,Undirected
2655,Nubar Terziyan,Cevat Kurtuluþ,Undirected
2656,Feridun Çölgeçen,Cevat Kurtuluþ,Undirected
2657,Mustafa Yavuz,Cevat Kurtuluþ,Undirected
2658,Orhan Çoban,Cevat Kurtuluþ,Undirected
2659,Nubar Terziyan,Münir Özkul,Undirected
2660,Feridun Çölgeçen,Münir Özkul,Undirected
2661,Mustafa Yavuz,Münir Özkul,Undirected
2662,Orhan Çoban,Münir Özkul,Undirected
2663,Feridun Çölgeçen,Nubar Terziyan,Undirected
2664,Mustafa Yavuz,Nubar Terziyan,Undirected
2665,Orhan Çoban,Nubar Terziyan,Undirected
2666,Mustafa Yavuz,Feridun Çölgeçen,Undirected
2667,Orhan Çoban,Feridun Çölgeçen,Undirected
2668,Orhan Çoban,Mustafa Yavuz,Undirected
2669,Ediz Hun,Türkan Þoray,Undirected
2670,Sadettin Erbil,Türkan Þoray,Undirected
2671,Bülent Kayabaþ,Türkan Þoray,Undirected
2672,Neriman Köksal,Türkan Þoray,Undirected
2673,Ýlhan Daner,Türkan Þoray,Undirected
2674,Feridun Çölgeçen,Türkan Þoray,Undirected
2675,Selçuk Uluergüven,Türkan Þoray,Undirected
2676,Nubar Terziyan,Türkan Þoray,Undirected
2677,Yavuzer Çetinkaya,Türkan Þoray,Undirected
2678,Ýhsan Yüce,Türkan Þoray,Undirected
2679,Kemal Sunal,Türkan Þoray,Undirected
2680,Yaþar Þener,Türkan Þoray,Undirected
2681,Sadettin Erbil,Ediz Hun,Undirected
2682,Bülent Kayabaþ,Ediz Hun,Undirected
2683,Neriman Köksal,Ediz Hun,Undirected
2684,Ýlhan Daner,Ediz Hun,Undirected
2685,Feridun Çölgeçen,Ediz Hun,Undirected
2686,Selçuk Uluergüven,Ediz Hun,Undirected
2687,Nubar Terziyan,Ediz Hun,Undirected
2688,Yavuzer Çetinkaya,Ediz Hun,Undirected
2689,Necdet Yakýn,Ediz Hun,Undirected
2690,Ýhsan Yüce,Ediz Hun,Undirected
2691,Kemal Sunal,Ediz Hun,Undirected
2692,Nermin Özses,Ediz Hun,Undirected
2693,Yaþar Þener,Ediz Hun,Undirected
2694,Bülent Kayabaþ,Sadettin Erbil,Undirected
2695,Neriman Köksal,Sadettin Erbil,Undirected
2696,Ýlhan Daner,Sadettin Erbil,Undirected
2697,Feridun Çölgeçen,Sadettin Erbil,Undirected
2698,Selçuk Uluergüven,Sadettin Erbil,Undirected
2699,Nubar Terziyan,Sadettin Erbil,Undirected
2700,Yavuzer Çetinkaya,Sadettin Erbil,Undirected
2701,Necdet Yakýn,Sadettin Erbil,Undirected
2702,Ýhsan Yüce,Sadettin Erbil,Undirected
2703,Nermin Özses,Sadettin Erbil,Undirected
2704,Neriman Köksal,Bülent Kayabaþ,Undirected
2705,Ýlhan Daner,Bülent Kayabaþ,Undirected
2706,Feridun Çölgeçen,Bülent Kayabaþ,Undirected
2707,Selçuk Uluergüven,Bülent Kayabaþ,Undirected
2708,Yavuzer Çetinkaya,Bülent Kayabaþ,Undirected
2709,Necdet Yakýn,Bülent Kayabaþ,Undirected
2710,Ýhsan Yüce,Bülent Kayabaþ,Undirected
2711,Nermin Özses,Bülent Kayabaþ,Undirected
2712,Yaþar Þener,Bülent Kayabaþ,Undirected
2713,Ýlhan Daner,Neriman Köksal,Undirected
2714,Feridun Çölgeçen,Neriman Köksal,Undirected
2715,Selçuk Uluergüven,Neriman Köksal,Undirected
2716,Nubar Terziyan,Neriman Köksal,Undirected
2717,Yavuzer Çetinkaya,Neriman Köksal,Undirected
2718,Necdet Yakýn,Neriman Köksal,Undirected
2719,Ýhsan Yüce,Neriman Köksal,Undirected
2720,Kemal Sunal,Neriman Köksal,Undirected
2721,Nermin Özses,Neriman Köksal,Undirected
2722,Yaþar Þener,Neriman Köksal,Undirected
2723,Feridun Çölgeçen,Ýlhan Daner,Undirected
2724,Selçuk Uluergüven,Ýlhan Daner,Undirected
2725,Nubar Terziyan,Ýlhan Daner,Undirected
2726,Yavuzer Çetinkaya,Ýlhan Daner,Undirected
2727,Necdet Yakýn,Ýlhan Daner,Undirected
2728,Ýhsan Yüce,Ýlhan Daner,Undirected
2729,Kemal Sunal,Ýlhan Daner,Undirected
2730,Nermin Özses,Ýlhan Daner,Undirected
2731,Yaþar Þener,Ýlhan Daner,Undirected
2732,Selçuk Uluergüven,Feridun Çölgeçen,Undirected
2733,Yavuzer Çetinkaya,Feridun Çölgeçen,Undirected
2734,Necdet Yakýn,Feridun Çölgeçen,Undirected
2735,Ýhsan Yüce,Feridun Çölgeçen,Undirected
2736,Kemal Sunal,Feridun Çölgeçen,Undirected
2737,Nermin Özses,Feridun Çölgeçen,Undirected
2738,Yaþar Þener,Feridun Çölgeçen,Undirected
2739,Nubar Terziyan,Selçuk Uluergüven,Undirected
2740,Yavuzer Çetinkaya,Selçuk Uluergüven,Undirected
2741,Necdet Yakýn,Selçuk Uluergüven,Undirected
2742,Ýhsan Yüce,Selçuk Uluergüven,Undirected
2743,Nermin Özses,Selçuk Uluergüven,Undirected
2744,Yaþar Þener,Selçuk Uluergüven,Undirected
2745,Yavuzer Çetinkaya,Nubar Terziyan,Undirected
2746,Necdet Yakýn,Nubar Terziyan,Undirected
2747,Ýhsan Yüce,Nubar Terziyan,Undirected
2748,Nermin Özses,Nubar Terziyan,Undirected
2749,Necdet Yakýn,Yavuzer Çetinkaya,Undirected
2750,Nermin Özses,Yavuzer Çetinkaya,Undirected
2751,Yaþar Þener,Yavuzer Çetinkaya,Undirected
2752,Yaþar Þener,Necdet Yakýn,Undirected
2753,Nermin Özses,Ýhsan Yüce,Undirected
2754,Yaþar Þener,Ýhsan Yüce,Undirected
2755,Yaþar Þener,Nermin Özses,Undirected
2756,Necla Nazýr,Tarýk Akan,Undirected
2757,Adile Naþit,Tarýk Akan,Undirected
2758,Hulusi Kentmen,Tarýk Akan,Undirected
2759,Ali Þen,Tarýk Akan,Undirected
2760,Ýhsan Yüce,Tarýk Akan,Undirected
2761,Nevzat Okçugil,Tarýk Akan,Undirected
2762,Nubar Terziyan,Tarýk Akan,Undirected
2763,Talat Gözbak,Tarýk Akan,Undirected
2764,Ahmet Danyal Topatan,Tarýk Akan,Undirected
2765,Zeki Alpan,Tarýk Akan,Undirected
2766,Adile Naþit,Necla Nazýr,Undirected
2767,Hulusi Kentmen,Necla Nazýr,Undirected
2768,Nevzat Okçugil,Necla Nazýr,Undirected
2769,Nubar Terziyan,Necla Nazýr,Undirected
2770,Talat Gözbak,Necla Nazýr,Undirected
2771,Ahmet Danyal Topatan,Necla Nazýr,Undirected
2772,Zeki Alpan,Necla Nazýr,Undirected
2773,Hulusi Kentmen,Adile Naþit,Undirected
2774,Ali Þen,Adile Naþit,Undirected
2775,Nevzat Okçugil,Adile Naþit,Undirected
2776,Nubar Terziyan,Adile Naþit,Undirected
2777,Talat Gözbak,Adile Naþit,Undirected
2778,Ahmet Danyal Topatan,Adile Naþit,Undirected
2779,Ali Þen,Hulusi Kentmen,Undirected
2780,Ýhsan Yüce,Hulusi Kentmen,Undirected
2781,Nevzat Okçugil,Hulusi Kentmen,Undirected
2782,Talat Gözbak,Hulusi Kentmen,Undirected
2783,Ahmet Danyal Topatan,Hulusi Kentmen,Undirected
2784,Zeki Alpan,Hulusi Kentmen,Undirected
2785,Talat Gözbak,Ali Þen,Undirected
2786,Ahmet Danyal Topatan,Ali Þen,Undirected
2787,Nevzat Okçugil,Ýhsan Yüce,Undirected
2788,Talat Gözbak,Ýhsan Yüce,Undirected
2789,Ahmet Danyal Topatan,Ýhsan Yüce,Undirected
2790,Zeki Alpan,Ýhsan Yüce,Undirected
2791,Talat Gözbak,Nevzat Okçugil,Undirected
2792,Ahmet Danyal Topatan,Nevzat Okçugil,Undirected
2793,Talat Gözbak,Nubar Terziyan,Undirected
2794,Ahmet Danyal Topatan,Nubar Terziyan,Undirected
2795,Ahmet Danyal Topatan,Talat Gözbak,Undirected
2796,Zeki Alpan,Talat Gözbak,Undirected
2797,Zeki Alpan,Ahmet Danyal Topatan,Undirected
2798,Suzan Avcý,Türkan Þoray,Undirected
2799,Zeki Sezer,Türkan Þoray,Undirected
2800,Münir Özkul,Ediz Hun,Undirected
2801,Süleyman Turan,Ediz Hun,Undirected
2802,Suzan Avcý,Ediz Hun,Undirected
2803,Zeki Sezer,Ediz Hun,Undirected
2804,Suzan Avcý,Münir Özkul,Undirected
2805,Zeki Sezer,Münir Özkul,Undirected
2806,Suzan Avcý,Süleyman Turan,Undirected
2807,Nubar Terziyan,Süleyman Turan,Undirected
2808,Zeki Sezer,Süleyman Turan,Undirected
2809,Nubar Terziyan,Suzan Avcý,Undirected
2810,Zeki Sezer,Suzan Avcý,Undirected
2811,Zeki Sezer,Nubar Terziyan,Undirected
2812,Metin Akpýnar,Zeki Alasya,Undirected
2813,Fatma Belgen,Zeki Alasya,Undirected
2814,Kadir Savun,Zeki Alasya,Undirected
2815,Ali Þen,Zeki Alasya,Undirected
2816,Neriman Köksal,Zeki Alasya,Undirected
2817,Ali Caðaloðlu,Zeki Alasya,Undirected
2818,Gönül Genç,Zeki Alasya,Undirected
2819,Orhan Aydýnbaþ,Zeki Alasya,Undirected
2820,Erhan Dilligil,Zeki Alasya,Undirected
2821,Baykal Kent,Zeki Alasya,Undirected
2822,Osman F. Seden,Zeki Alasya,Undirected
2823,Baki Tamer,Zeki Alasya,Undirected
2824,Tevfik Sen,Zeki Alasya,Undirected
2825,Osman Çaðlar,Zeki Alasya,Undirected
2826,Yaþar Güner,Zeki Alasya,Undirected
2827,Ahmet Karaca,Zeki Alasya,Undirected
2828,Ýhsan Gedik,Zeki Alasya,Undirected
2829,Jeyan Mahfi Tözüm,Zeki Alasya,Undirected
2830,Haldun Ergüvenç,Zeki Alasya,Undirected
2831,Fatma Belgen,Metin Akpýnar,Undirected
2832,Kadir Savun,Metin Akpýnar,Undirected
2833,Ali Þen,Metin Akpýnar,Undirected
2834,Neriman Köksal,Metin Akpýnar,Undirected
2835,Ali Caðaloðlu,Metin Akpýnar,Undirected
2836,Gönül Genç,Metin Akpýnar,Undirected
2837,Orhan Aydýnbaþ,Metin Akpýnar,Undirected
2838,Erhan Dilligil,Metin Akpýnar,Undirected
2839,Baykal Kent,Metin Akpýnar,Undirected
2840,Osman F. Seden,Metin Akpýnar,Undirected
2841,Baki Tamer,Metin Akpýnar,Undirected
2842,Tevfik Sen,Metin Akpýnar,Undirected
2843,Osman Çaðlar,Metin Akpýnar,Undirected
2844,Yaþar Güner,Metin Akpýnar,Undirected
2845,Ahmet Karaca,Metin Akpýnar,Undirected
2846,Ýhsan Gedik,Metin Akpýnar,Undirected
2847,Jeyan Mahfi Tözüm,Metin Akpýnar,Undirected
2848,Haldun Ergüvenç,Metin Akpýnar,Undirected
2849,Kadir Savun,Fatma Belgen,Undirected
2850,Ali Þen,Fatma Belgen,Undirected
2851,Neriman Köksal,Fatma Belgen,Undirected
2852,Ali Caðaloðlu,Fatma Belgen,Undirected
2853,Gönül Genç,Fatma Belgen,Undirected
2854,Orhan Aydýnbaþ,Fatma Belgen,Undirected
2855,Erhan Dilligil,Fatma Belgen,Undirected
2856,Baykal Kent,Fatma Belgen,Undirected
2857,Osman F. Seden,Fatma Belgen,Undirected
2858,Baki Tamer,Fatma Belgen,Undirected
2859,Tevfik Sen,Fatma Belgen,Undirected
2860,Osman Çaðlar,Fatma Belgen,Undirected
2861,Yaþar Güner,Fatma Belgen,Undirected
2862,Ahmet Karaca,Fatma Belgen,Undirected
2863,Ýhsan Gedik,Fatma Belgen,Undirected
2864,Jeyan Mahfi Tözüm,Fatma Belgen,Undirected
2865,Haldun Ergüvenç,Fatma Belgen,Undirected
2866,Neriman Köksal,Kadir Savun,Undirected
2867,Ali Caðaloðlu,Kadir Savun,Undirected
2868,Gönül Genç,Kadir Savun,Undirected
2869,Orhan Aydýnbaþ,Kadir Savun,Undirected
2870,Erhan Dilligil,Kadir Savun,Undirected
2871,Baykal Kent,Kadir Savun,Undirected
2872,Osman F. Seden,Kadir Savun,Undirected
2873,Baki Tamer,Kadir Savun,Undirected
2874,Tevfik Sen,Kadir Savun,Undirected
2875,Osman Çaðlar,Kadir Savun,Undirected
2876,Yaþar Güner,Kadir Savun,Undirected
2877,Ahmet Karaca,Kadir Savun,Undirected
2878,Ýhsan Gedik,Kadir Savun,Undirected
2879,Jeyan Mahfi Tözüm,Kadir Savun,Undirected
2880,Haldun Ergüvenç,Kadir Savun,Undirected
2881,Neriman Köksal,Ali Þen,Undirected
2882,Ali Caðaloðlu,Ali Þen,Undirected
2883,Gönül Genç,Ali Þen,Undirected
2884,Orhan Aydýnbaþ,Ali Þen,Undirected
2885,Erhan Dilligil,Ali Þen,Undirected
2886,Baykal Kent,Ali Þen,Undirected
2887,Osman F. Seden,Ali Þen,Undirected
2888,Baki Tamer,Ali Þen,Undirected
2889,Tevfik Sen,Ali Þen,Undirected
2890,Osman Çaðlar,Ali Þen,Undirected
2891,Yaþar Güner,Ali Þen,Undirected
2892,Ahmet Karaca,Ali Þen,Undirected
2893,Ýhsan Gedik,Ali Þen,Undirected
2894,Jeyan Mahfi Tözüm,Ali Þen,Undirected
2895,Haldun Ergüvenç,Ali Þen,Undirected
2896,Ali Caðaloðlu,Neriman Köksal,Undirected
2897,Gönül Genç,Neriman Köksal,Undirected
2898,Orhan Aydýnbaþ,Neriman Köksal,Undirected
2899,Erhan Dilligil,Neriman Köksal,Undirected
2900,Baykal Kent,Neriman Köksal,Undirected
2901,Osman F. Seden,Neriman Köksal,Undirected
2902,Baki Tamer,Neriman Köksal,Undirected
2903,Tevfik Sen,Neriman Köksal,Undirected
2904,Osman Çaðlar,Neriman Köksal,Undirected
2905,Yaþar Güner,Neriman Köksal,Undirected
2906,Ahmet Karaca,Neriman Köksal,Undirected
2907,Ýhsan Gedik,Neriman Köksal,Undirected
2908,Jeyan Mahfi Tözüm,Neriman Köksal,Undirected
2909,Haldun Ergüvenç,Neriman Köksal,Undirected
2910,Gönül Genç,Ali Caðaloðlu,Undirected
2911,Orhan Aydýnbaþ,Ali Caðaloðlu,Undirected
2912,Erhan Dilligil,Ali Caðaloðlu,Undirected
2913,Baykal Kent,Ali Caðaloðlu,Undirected
2914,Osman F. Seden,Ali Caðaloðlu,Undirected
2915,Baki Tamer,Ali Caðaloðlu,Undirected
2916,Tevfik Sen,Ali Caðaloðlu,Undirected
2917,Osman Çaðlar,Ali Caðaloðlu,Undirected
2918,Yaþar Güner,Ali Caðaloðlu,Undirected
2919,Ahmet Karaca,Ali Caðaloðlu,Undirected
2920,Ýhsan Gedik,Ali Caðaloðlu,Undirected
2921,Jeyan Mahfi Tözüm,Ali Caðaloðlu,Undirected
2922,Haldun Ergüvenç,Ali Caðaloðlu,Undirected
2923,Orhan Aydýnbaþ,Gönül Genç,Undirected
2924,Erhan Dilligil,Gönül Genç,Undirected
2925,Baykal Kent,Gönül Genç,Undirected
2926,Osman F. Seden,Gönül Genç,Undirected
2927,Baki Tamer,Gönül Genç,Undirected
2928,Tevfik Sen,Gönül Genç,Undirected
2929,Osman Çaðlar,Gönül Genç,Undirected
2930,Yaþar Güner,Gönül Genç,Undirected
2931,Ahmet Karaca,Gönül Genç,Undirected
2932,Ýhsan Gedik,Gönül Genç,Undirected
2933,Jeyan Mahfi Tözüm,Gönül Genç,Undirected
2934,Haldun Ergüvenç,Gönül Genç,Undirected
2935,Erhan Dilligil,Orhan Aydýnbaþ,Undirected
2936,Baykal Kent,Orhan Aydýnbaþ,Undirected
2937,Osman F. Seden,Orhan Aydýnbaþ,Undirected
2938,Baki Tamer,Orhan Aydýnbaþ,Undirected
2939,Tevfik Sen,Orhan Aydýnbaþ,Undirected
2940,Osman Çaðlar,Orhan Aydýnbaþ,Undirected
2941,Yaþar Güner,Orhan Aydýnbaþ,Undirected
2942,Ahmet Karaca,Orhan Aydýnbaþ,Undirected
2943,Ýhsan Gedik,Orhan Aydýnbaþ,Undirected
2944,Jeyan Mahfi Tözüm,Orhan Aydýnbaþ,Undirected
2945,Haldun Ergüvenç,Orhan Aydýnbaþ,Undirected
2946,Baykal Kent,Erhan Dilligil,Undirected
2947,Osman F. Seden,Erhan Dilligil,Undirected
2948,Baki Tamer,Erhan Dilligil,Undirected
2949,Tevfik Sen,Erhan Dilligil,Undirected
2950,Osman Çaðlar,Erhan Dilligil,Undirected
2951,Yaþar Güner,Erhan Dilligil,Undirected
2952,Ahmet Karaca,Erhan Dilligil,Undirected
2953,Ýhsan Gedik,Erhan Dilligil,Undirected
2954,Jeyan Mahfi Tözüm,Erhan Dilligil,Undirected
2955,Haldun Ergüvenç,Erhan Dilligil,Undirected
2956,Osman F. Seden,Baykal Kent,Undirected
2957,Baki Tamer,Baykal Kent,Undirected
2958,Tevfik Sen,Baykal Kent,Undirected
2959,Osman Çaðlar,Baykal Kent,Undirected
2960,Yaþar Güner,Baykal Kent,Undirected
2961,Ahmet Karaca,Baykal Kent,Undirected
2962,Ýhsan Gedik,Baykal Kent,Undirected
2963,Jeyan Mahfi Tözüm,Baykal Kent,Undirected
2964,Haldun Ergüvenç,Baykal Kent,Undirected
2965,Baki Tamer,Osman F. Seden,Undirected
2966,Tevfik Sen,Osman F. Seden,Undirected
2967,Osman Çaðlar,Osman F. Seden,Undirected
2968,Yaþar Güner,Osman F. Seden,Undirected
2969,Ahmet Karaca,Osman F. Seden,Undirected
2970,Ýhsan Gedik,Osman F. Seden,Undirected
2971,Jeyan Mahfi Tözüm,Osman F. Seden,Undirected
2972,Haldun Ergüvenç,Osman F. Seden,Undirected
2973,Tevfik Sen,Baki Tamer,Undirected
2974,Osman Çaðlar,Baki Tamer,Undirected
2975,Yaþar Güner,Baki Tamer,Undirected
2976,Ahmet Karaca,Baki Tamer,Undirected
2977,Ýhsan Gedik,Baki Tamer,Undirected
2978,Jeyan Mahfi Tözüm,Baki Tamer,Undirected
2979,Haldun Ergüvenç,Baki Tamer,Undirected
2980,Osman Çaðlar,Tevfik Sen,Undirected
2981,Yaþar Güner,Tevfik Sen,Undirected
2982,Ahmet Karaca,Tevfik Sen,Undirected
2983,Ýhsan Gedik,Tevfik Sen,Undirected
2984,Jeyan Mahfi Tözüm,Tevfik Sen,Undirected
2985,Haldun Ergüvenç,Tevfik Sen,Undirected
2986,Yaþar Güner,Osman Çaðlar,Undirected
2987,Ahmet Karaca,Osman Çaðlar,Undirected
2988,Ýhsan Gedik,Osman Çaðlar,Undirected
2989,Jeyan Mahfi Tözüm,Osman Çaðlar,Undirected
2990,Haldun Ergüvenç,Osman Çaðlar,Undirected
2991,Ahmet Karaca,Yaþar Güner,Undirected
2992,Ýhsan Gedik,Yaþar Güner,Undirected
2993,Jeyan Mahfi Tözüm,Yaþar Güner,Undirected
2994,Haldun Ergüvenç,Yaþar Güner,Undirected
2995,Ýhsan Gedik,Ahmet Karaca,Undirected
2996,Jeyan Mahfi Tözüm,Ahmet Karaca,Undirected
2997,Haldun Ergüvenç,Ahmet Karaca,Undirected
2998,Jeyan Mahfi Tözüm,Ýhsan Gedik,Undirected
2999,Haldun Ergüvenç,Ýhsan Gedik,Undirected
3000,Haldun Ergüvenç,Jeyan Mahfi Tözüm,Undirected
3001,Meral Zeren,Barýþ Manço,Undirected
3002,Hulusi Kentmen,Barýþ Manço,Undirected
3003,Ali Caðaloðlu,Barýþ Manço,Undirected
3004,Diler Saraç,Barýþ Manço,Undirected
3005,Feridun Çölgeçen,Barýþ Manço,Undirected
3006,Yaþar Þener,Barýþ Manço,Undirected
3007,Hakký Kývanç,Barýþ Manço,Undirected
3008,Serpil Nur,Barýþ Manço,Undirected
3009,Ahmet Turgutlu,Barýþ Manço,Undirected
3010,Hulusi Kentmen,Meral Zeren,Undirected
3011,Ali Caðaloðlu,Meral Zeren,Undirected
3012,Diler Saraç,Meral Zeren,Undirected
3013,Feridun Çölgeçen,Meral Zeren,Undirected
3014,Yaþar Þener,Meral Zeren,Undirected
3015,Hakký Kývanç,Meral Zeren,Undirected
3016,Serpil Nur,Meral Zeren,Undirected
3017,Ahmet Turgutlu,Meral Zeren,Undirected
3018,Ali Caðaloðlu,Hulusi Kentmen,Undirected
3019,Diler Saraç,Hulusi Kentmen,Undirected
3020,Yaþar Þener,Hulusi Kentmen,Undirected
3021,Hakký Kývanç,Hulusi Kentmen,Undirected
3022,Serpil Nur,Hulusi Kentmen,Undirected
3023,Ahmet Turgutlu,Hulusi Kentmen,Undirected
3024,Diler Saraç,Ali Caðaloðlu,Undirected
3025,Feridun Çölgeçen,Ali Caðaloðlu,Undirected
3026,Yaþar Þener,Ali Caðaloðlu,Undirected
3027,Hakký Kývanç,Ali Caðaloðlu,Undirected
3028,Serpil Nur,Ali Caðaloðlu,Undirected
3029,Ahmet Turgutlu,Ali Caðaloðlu,Undirected
3030,Feridun Çölgeçen,Diler Saraç,Undirected
3031,Yaþar Þener,Diler Saraç,Undirected
3032,Hakký Kývanç,Diler Saraç,Undirected
3033,Serpil Nur,Diler Saraç,Undirected
3034,Ahmet Turgutlu,Diler Saraç,Undirected
3035,Hakký Kývanç,Feridun Çölgeçen,Undirected
3036,Serpil Nur,Feridun Çölgeçen,Undirected
3037,Ahmet Turgutlu,Feridun Çölgeçen,Undirected
3038,Serpil Nur,Yaþar Þener,Undirected
3039,Ahmet Turgutlu,Serpil Nur,Undirected
3040,Elif Pektaþ,Kemal Sunal,Undirected
3041,Ayfer Feray,Kemal Sunal,Undirected
3042,Turgut Boralý,Kemal Sunal,Undirected
3043,Ýbrahim Gemici,Kemal Sunal,Undirected
3044,Candan Ersöz,Kemal Sunal,Undirected
3045,Nevzat Sezer,Kemal Sunal,Undirected
3046,Bülent Kayabaþ,Meral Zeren,Undirected
3047,Elif Pektaþ,Meral Zeren,Undirected
3048,Ali Þen,Meral Zeren,Undirected
3049,Ayfer Feray,Meral Zeren,Undirected
3050,Turgut Boralý,Meral Zeren,Undirected
